03:02:07.489194 IP 172.16.167.139 > 171.16.167.136: ICMP echo request, id 4908, seq 0, length 8
03:02:11.025142 IP 172.16.167.139.48431 > 171.16.167.136.5560: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.025161 IP 172.16.167.139.48431 > 171.16.167.136.1556: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.025194 IP 172.16.167.139.48431 > 171.16.167.136.4279: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.025213 IP 172.16.167.139.48431 > 171.16.167.136.1805: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.025231 IP 172.16.167.139.48431 > 171.16.167.136.1034: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.025264 IP 172.16.167.139.48431 > 171.16.167.136.416: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.025283 IP 172.16.167.139.48431 > 171.16.167.136.3322: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.025316 IP 172.16.167.139.48431 > 171.16.167.136.6100: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.025335 IP 172.16.167.139.48431 > 171.16.167.136.32: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.025367 IP 172.16.167.139.48431 > 171.16.167.136.5998: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.025386 IP 172.16.167.139.48431 > 171.16.167.136.16012: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.025419 IP 172.16.167.139.48431 > 171.16.167.136.49165: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.025438 IP 172.16.167.139.48431 > 171.16.167.136.8001: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.025472 IP 172.16.167.139.48431 > 171.16.167.136.1148: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.025491 IP 172.16.167.139.48431 > 171.16.167.136.5962: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.025554 IP 172.16.167.139.48431 > 171.16.167.136.5963: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.027975 IP 172.16.167.139.48431 > 171.16.167.136.5825: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.028023 IP 172.16.167.139.48431 > 171.16.167.136.7496: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.028042 IP 172.16.167.139.48431 > 171.16.167.136.14442: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.028085 IP 172.16.167.139.48431 > 171.16.167.136.1113: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.028105 IP 172.16.167.139.48431 > 171.16.167.136.49157: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.028136 IP 172.16.167.139.48431 > 171.16.167.136.15660: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.028153 IP 172.16.167.139.48431 > 171.16.167.136.5801: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.028183 IP 172.16.167.139.48431 > 171.16.167.136.1244: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.028199 IP 172.16.167.139.48431 > 171.16.167.136.bgp: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.028229 IP 172.16.167.139.48431 > 171.16.167.136.4126: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.028246 IP 172.16.167.139.48431 > 171.16.167.136.2041: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.028275 IP 172.16.167.139.48431 > 171.16.167.136.3324: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.028292 IP 172.16.167.139.48431 > 171.16.167.136.9091: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.028308 IP 172.16.167.139.48431 > 171.16.167.136.1037: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.028336 IP 172.16.167.139.48431 > 171.16.167.136.1068: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.028353 IP 172.16.167.139.48431 > 171.16.167.136.5901: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.028383 IP 172.16.167.139.48431 > 171.16.167.136.898: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.028400 IP 172.16.167.139.48431 > 171.16.167.136.903: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.028429 IP 172.16.167.139.48431 > 171.16.167.136.2717: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.028445 IP 172.16.167.139.48431 > 171.16.167.136.1010: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.030691 IP 172.16.167.139.48431 > 171.16.167.136.9071: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.030740 IP 172.16.167.139.48431 > 171.16.167.136.646: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.030758 IP 172.16.167.139.48431 > 171.16.167.136.5679: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.114731 IP 172.16.167.139.48442 > 171.16.167.136.http: Flags [.], ack 2072800265, win 1024, length 0
03:02:11.114875 IP 172.16.167.139.48431 > 171.16.167.136.1501: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.114913 IP 172.16.167.139.48430 > 171.16.167.136.1185: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.114946 IP 172.16.167.139.48430 > 171.16.167.136.sip: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.114979 IP 172.16.167.139.48430 > 171.16.167.136.1192: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.116167 IP 171.16.167.136.http > 172.16.167.139.48442: Flags [R], seq 2072800265, win 32767, length 0
03:02:11.117308 IP 172.16.167.139.48430 > 171.16.167.136.4444: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.117401 IP 172.16.167.139.48430 > 171.16.167.136.16993: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.117463 IP 172.16.167.139.48430 > 171.16.167.136.34572: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.117521 IP 172.16.167.139.48430 > 171.16.167.136.bacula-fd: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.117554 IP 172.16.167.139.48430 > 171.16.167.136.2809: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.117586 IP 172.16.167.139.48430 > 171.16.167.136.2107: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.120075 IP 172.16.167.139.48430 > 171.16.167.136.5989: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.120152 IP 172.16.167.139.48430 > 171.16.167.136.4006: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.120194 IP 172.16.167.139.48430 > 171.16.167.136.1165: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.120217 IP 172.16.167.139.48430 > 171.16.167.136.xmpp-server: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.120239 IP 172.16.167.139.48430 > 171.16.167.136.800: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.120260 IP 172.16.167.139.48430 > 171.16.167.136.50000: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.122712 IP 172.16.167.139.48430 > 171.16.167.136.klogin: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.122774 IP 172.16.167.139.48430 > 171.16.167.136.10629: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.122830 IP 172.16.167.139.48430 > 171.16.167.136.49999: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.122877 IP 172.16.167.139.48430 > 171.16.167.136.32771: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.122912 IP 172.16.167.139.48430 > 171.16.167.136.2034: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.122961 IP 172.16.167.139.48430 > 171.16.167.136.8010: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.122997 IP 172.16.167.139.48430 > 171.16.167.136.5440: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.123017 IP 172.16.167.139.48430 > 171.16.167.136.9500: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.123037 IP 172.16.167.139.48430 > 171.16.167.136.rmiregistry: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.123057 IP 172.16.167.139.48430 > 171.16.167.136.10003: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.123077 IP 172.16.167.139.48430 > 171.16.167.136.8089: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.125516 IP 172.16.167.139.48430 > 171.16.167.136.23502: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.125595 IP 172.16.167.139.48430 > 171.16.167.136.44442: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.125631 IP 172.16.167.139.48430 > 171.16.167.136.10621: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.125677 IP 172.16.167.139.48430 > 171.16.167.136.18101: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.125709 IP 172.16.167.139.48430 > 171.16.167.136.1107: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.125741 IP 172.16.167.139.48430 > 171.16.167.136.1217: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.125786 IP 172.16.167.139.48430 > 171.16.167.136.x11-3: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.125820 IP 172.16.167.139.48430 > 171.16.167.136.rfe: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.125903 IP 172.16.167.139.48430 > 171.16.167.136.wipld: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.125947 IP 172.16.167.139.48430 > 171.16.167.136.7201: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.125993 IP 172.16.167.139.48430 > 171.16.167.136.32773: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.126025 IP 172.16.167.139.48430 > 171.16.167.136.1106: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.126056 IP 172.16.167.139.48430 > 171.16.167.136.9968: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.126075 IP 172.16.167.139.48430 > 171.16.167.136.1053: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.126093 IP 172.16.167.139.48430 > 171.16.167.136.4111: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.126110 IP 172.16.167.139.48430 > 171.16.167.136.7741: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.126130 IP 172.16.167.139.48430 > 171.16.167.136.7435: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.126148 IP 172.16.167.139.48430 > 171.16.167.136.ircd: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.126166 IP 172.16.167.139.48430 > 171.16.167.136.5922: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.126184 IP 172.16.167.139.48430 > 171.16.167.136.9877: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.128475 IP 172.16.167.139.48430 > 171.16.167.136.48080: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.128538 IP 172.16.167.139.48430 > 171.16.167.136.1782: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.128592 IP 172.16.167.139.48430 > 171.16.167.136.99: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.128630 IP 172.16.167.139.48430 > 171.16.167.136.32774: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.128667 IP 172.16.167.139.48430 > 171.16.167.136.8002: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.128720 IP 172.16.167.139.48430 > 171.16.167.136.2800: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.128758 IP 172.16.167.139.48430 > 171.16.167.136.340: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.128808 IP 172.16.167.139.48430 > 171.16.167.136.2968: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.128852 IP 172.16.167.139.48430 > 171.16.167.136.12000: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.128881 IP 172.16.167.139.48430 > 171.16.167.136.1521: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.128921 IP 172.16.167.139.48430 > 171.16.167.136.1272: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.128950 IP 172.16.167.139.48430 > 171.16.167.136.rsync: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.128967 IP 172.16.167.139.48430 > 171.16.167.136.gnutella-svc: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.128983 IP 172.16.167.139.48430 > 171.16.167.136.gsigatekeeper: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.128999 IP 172.16.167.139.48430 > 171.16.167.136.9200: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.129015 IP 172.16.167.139.48430 > 171.16.167.136.9503: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.129033 IP 172.16.167.139.48430 > 171.16.167.136.211: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.129049 IP 172.16.167.139.48430 > 171.16.167.136.6580: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.129065 IP 172.16.167.139.48430 > 171.16.167.136.32783: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.131445 IP 172.16.167.139.48430 > 171.16.167.136.amandaidx: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.131493 IP 172.16.167.139.48430 > 171.16.167.136.27000: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.131535 IP 172.16.167.139.48430 > 171.16.167.136.3071: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.131565 IP 172.16.167.139.48430 > 171.16.167.136.4662: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.131593 IP 172.16.167.139.48430 > 171.16.167.136.5544: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.131610 IP 172.16.167.139.48430 > 171.16.167.136.55055: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.131626 IP 172.16.167.139.48430 > 171.16.167.136.ftps: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.131651 IP 172.16.167.139.48430 > 171.16.167.136.1234: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.234277 IP 172.16.167.139.48431 > 171.16.167.136.1234: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.338586 IP 172.16.167.139.48431 > 171.16.167.136.ftps: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.338703 IP 172.16.167.139.48431 > 171.16.167.136.55055: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.338772 IP 172.16.167.139.48431 > 171.16.167.136.5544: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.338832 IP 172.16.167.139.48431 > 171.16.167.136.4662: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.338891 IP 172.16.167.139.48431 > 171.16.167.136.3071: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.338949 IP 172.16.167.139.48431 > 171.16.167.136.27000: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.339006 IP 172.16.167.139.48431 > 171.16.167.136.amandaidx: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.339086 IP 172.16.167.139.48431 > 171.16.167.136.32783: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.339143 IP 172.16.167.139.48431 > 171.16.167.136.6580: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.339200 IP 172.16.167.139.48431 > 171.16.167.136.211: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.339258 IP 172.16.167.139.48431 > 171.16.167.136.9503: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.339337 IP 172.16.167.139.48431 > 171.16.167.136.9200: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.339370 IP 172.16.167.139.48431 > 171.16.167.136.gsigatekeeper: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.339427 IP 172.16.167.139.48431 > 171.16.167.136.gnutella-svc: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.339484 IP 172.16.167.139.48431 > 171.16.167.136.rsync: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.339517 IP 172.16.167.139.48431 > 171.16.167.136.1272: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.339579 IP 172.16.167.139.48431 > 171.16.167.136.1521: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.339637 IP 172.16.167.139.48431 > 171.16.167.136.12000: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.339695 IP 172.16.167.139.48431 > 171.16.167.136.2968: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.339752 IP 172.16.167.139.48431 > 171.16.167.136.340: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.339832 IP 172.16.167.139.48431 > 171.16.167.136.2800: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.339889 IP 172.16.167.139.48431 > 171.16.167.136.8002: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.339946 IP 172.16.167.139.48431 > 171.16.167.136.32774: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.340004 IP 172.16.167.139.48431 > 171.16.167.136.99: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.340084 IP 172.16.167.139.48431 > 171.16.167.136.1782: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.340141 IP 172.16.167.139.48431 > 171.16.167.136.48080: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.340200 IP 172.16.167.139.48431 > 171.16.167.136.9877: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.340257 IP 172.16.167.139.48431 > 171.16.167.136.5922: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.340338 IP 172.16.167.139.48431 > 171.16.167.136.ircd: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.340396 IP 172.16.167.139.48431 > 171.16.167.136.7435: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.340453 IP 172.16.167.139.48431 > 171.16.167.136.7741: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.340510 IP 172.16.167.139.48431 > 171.16.167.136.4111: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.340571 IP 172.16.167.139.48431 > 171.16.167.136.1053: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.340630 IP 172.16.167.139.48431 > 171.16.167.136.9968: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.340687 IP 172.16.167.139.48431 > 171.16.167.136.1106: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.340768 IP 172.16.167.139.48431 > 171.16.167.136.32773: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.340826 IP 172.16.167.139.48431 > 171.16.167.136.7201: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.340884 IP 172.16.167.139.48431 > 171.16.167.136.wipld: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.340941 IP 172.16.167.139.48431 > 171.16.167.136.rfe: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.340999 IP 172.16.167.139.48431 > 171.16.167.136.x11-3: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.341032 IP 172.16.167.139.48431 > 171.16.167.136.1217: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.341065 IP 172.16.167.139.48431 > 171.16.167.136.1107: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.341097 IP 172.16.167.139.48431 > 171.16.167.136.18101: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.341130 IP 172.16.167.139.48431 > 171.16.167.136.10621: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.341162 IP 172.16.167.139.48431 > 171.16.167.136.44442: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.341194 IP 172.16.167.139.48431 > 171.16.167.136.23502: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.341226 IP 172.16.167.139.48431 > 171.16.167.136.8089: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.341259 IP 172.16.167.139.48431 > 171.16.167.136.10003: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.341294 IP 172.16.167.139.48431 > 171.16.167.136.rmiregistry: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.439027 IP 172.16.167.139.48431 > 171.16.167.136.9500: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.439166 IP 172.16.167.139.48431 > 171.16.167.136.5440: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.439207 IP 172.16.167.139.48431 > 171.16.167.136.8010: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.439240 IP 172.16.167.139.48431 > 171.16.167.136.2034: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.439274 IP 172.16.167.139.48431 > 171.16.167.136.32771: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.439419 IP 172.16.167.139.48431 > 171.16.167.136.49999: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.441793 IP 172.16.167.139.48431 > 171.16.167.136.10629: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.441890 IP 172.16.167.139.48431 > 171.16.167.136.klogin: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.441930 IP 172.16.167.139.48431 > 171.16.167.136.50000: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.441991 IP 172.16.167.139.48431 > 171.16.167.136.800: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.442026 IP 172.16.167.139.48431 > 171.16.167.136.xmpp-server: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.442086 IP 172.16.167.139.48431 > 171.16.167.136.1165: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.442121 IP 172.16.167.139.48431 > 171.16.167.136.4006: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.442185 IP 172.16.167.139.48431 > 171.16.167.136.5989: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.442220 IP 172.16.167.139.48431 > 171.16.167.136.2107: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.442300 IP 172.16.167.139.48431 > 171.16.167.136.2809: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.442325 IP 172.16.167.139.48431 > 171.16.167.136.bacula-fd: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.442366 IP 172.16.167.139.48431 > 171.16.167.136.34572: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.442389 IP 172.16.167.139.48431 > 171.16.167.136.16993: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.442430 IP 172.16.167.139.48431 > 171.16.167.136.4444: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.442453 IP 172.16.167.139.48431 > 171.16.167.136.1192: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.442508 IP 172.16.167.139.48431 > 171.16.167.136.sip: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.442531 IP 172.16.167.139.48431 > 171.16.167.136.1185: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:11.442597 IP 172.16.167.139.48430 > 171.16.167.136.8031: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.442627 IP 172.16.167.139.48430 > 171.16.167.136.1984: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.442669 IP 172.16.167.139.48430 > 171.16.167.136.42510: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.442692 IP 172.16.167.139.48430 > 171.16.167.136.44176: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.442733 IP 172.16.167.139.48430 > 171.16.167.136.20828: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.442756 IP 172.16.167.139.48430 > 171.16.167.136.49153: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.442797 IP 172.16.167.139.48430 > 171.16.167.136.5298: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.442821 IP 172.16.167.139.48430 > 171.16.167.136.3031: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.442861 IP 172.16.167.139.48430 > 171.16.167.136.18988: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.442885 IP 172.16.167.139.48430 > 171.16.167.136.9943: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.442941 IP 172.16.167.139.48430 > 171.16.167.136.24: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.442965 IP 172.16.167.139.48430 > 171.16.167.136.52848: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.443006 IP 172.16.167.139.48430 > 171.16.167.136.2394: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.443030 IP 172.16.167.139.48430 > 171.16.167.136.8009: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.443070 IP 172.16.167.139.48430 > 171.16.167.136.1755: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.443094 IP 172.16.167.139.48430 > 171.16.167.136.407: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.443135 IP 172.16.167.139.48430 > 171.16.167.136.254: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.443159 IP 172.16.167.139.48430 > 171.16.167.136.8100: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:11.443217 IP 172.16.167.139.48430 > 171.16.167.136.19315: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
